caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
10306,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",10306,Central,202,7.1999998,0,0,0,1,23,1,1,1,1,10,5,0,0,430,1,1,2.3025851,0,1,1,4,1,1,1,1,,,,0,0,0,46,0,3,0,0,1,1,2
10307,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10307,Central,202,63.799999,0,0,0,1,23,1,1,0,0,35,5,5,10,340,4,2,2.9444389,0,0,1,3,2,2,1,1,,,,0,1,1,59,1,6,1,1,3,0,0
10406,Other specify,10406,Central,202,.30000001,0,0,0,1,30,0,0,0,0,10,15,2,10,90,1,1,2.3978953,0,0,1,3,1,1,1,1,,,,0,1,1,47,1,4,1,1,3,0,2
10411,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",10411,Central,202,2.2,0,0,0,1,29,1,1,0,1,30,40,40,40,265,1,1,2.3978953,0,0,1,3,1,1,2,1,,,,0,1,1,47,1,4,1,1,2,0,0
10506,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10506,Central,202,2.2,0,0,1,0,19,1,1,0,1,5,70,70,70,417,1,1,3.0445225,0,1,1,2,2,1,3,2,,,,1,1,0,51,1,7,1,1,2,0,2
10606,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10606,Central,202,2.2,0,0,0,1,23,1,1,1,1,15,10,0,0,410,1,1,3.2580965,0,1,1,3,2,3,2,2,,,,0,0,1,66,1,2,1,1,1,0,1
10607,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10607,Central,202,7.1999998,0,0,1,1,19,0,1,0,0,14,15,15,15,914,1,1,3.4339871,1,1,1,4,3,4,5,4,,,,0,0,1,27,1,5,1,1,2,0,1
10706,"Food insecurity[i.e., lack of consistent access to enough food going forward]",10706,Central,203,29,0,0,0,0,29,0,1,1,1,0,0,5,2,160,1,1,3.713572,1,1,1,2,5,3,4,4,,,,0,1,1,75,1,2,1,1,1,0,1
10715,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10715,Central,203,53.299999,0,0,0,0,21,1,1,0,0,5,3,0,5,285,1,1,2.7725887,0,0,1,2,1,3,2,1,,,,1,0,1,42,0,7,0,1,1,1,2
10805,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",10805,Central,203,19.6,0,0,1,0,24,1,1,0,0,0,45,45,45,280,1,1,2.5649493,0,1,1,4,1,1,1,1,,,,1,1,0,39,1,5,1,1,1,0,1
10807,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",10807,Central,203,4.3000002,0,0,0,1,23,1,1,1,1,35,10,35,10,1820,1,1,3.4339871,1,1,1,4,3,3,3,3,,,,0,1,1,46,1,6,1,1,1,0,0
10815,"Food insecurity[i.e., lack of consistent access to enough food going forward]",10815,Central,203,29,0,0,0,1,23,1,1,1,0,4,5,0,0,450,1,1,2.8903718,0,0,1,2,1,4,2,4,,,,0,0,1,56,1,10,1,1,1,0,0
10904,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",10904,Central,204,4.3000002,0,0,0,1,29,0,1,0,0,5,14,14,14,85,1,1,3.3322046,0,1,1,3,1,2,1,1,,,,0,0,1,37,1,6,1,1,1,0,0
10910,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10910,Central,204,4.3000002,0,0,0,1,30,1,1,1,0,8,28,0,0,202,1,1,2.3025851,0,1,1,2,1,1,3,4,,,,0,0,1,52,0,6,1,1,1,0,0
10915,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",10915,Central,204,19.6,0,0,0,1,22,1,1,1,1,50,20,0,0,630,1,1,2.3978953,0,1,1,1,2,3,2,2,,,,0,1,1,32,1,7,1,1,1,0,2
11003,Other specify,11003,Central,204,.30000001,0,0,0,1,19,0,0,0,0,19,10,0,0,350,1,1,2.3025851,0,0,1,4,1,5,5,5,,,,0,0,1,68,1,4,0,0,5,0,1
11007,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11007,Central,204,1.1,0,0,0,1,23,1,1,1,0,10,5,1,5,150,1,1,2.9957323,0,1,1,3,2,4,3,3,,,,0,1,1,40,1,5,0,1,2,1,1
11104,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11104,Central,204,2.2,0,0,0,1,26,1,1,1,1,15,70,0,0,1050,1,1,3.4011974,1,1,1,1,3,2,1,1,,,,0,0,1,48,1,6,1,1,1,0,1
11109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11109,Central,204,4.3000002,0,0,0,1,26,1,1,1,1,35,50,1,10,605,1,1,2.3978953,0,1,1,4,1,2,3,3,,,,0,1,1,39,1,6,1,1,2,0,0
11202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11202,Central,205,19.6,1,0,0,1,20,1,1,1,1,35,20,1,3,80,1,1,3.2188759,0,1,1,4,1,3,3,3,,,,0,0,1,58,1,6,1,1,2,0,2
11307,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11307,Central,205,1.1,0,0,0,1,30,0,0,0,0,50,10,0,0,250,1,1,2.3025851,0,0,1,3,1,5,5,4,,,,0,0,1,44,1,4,1,0,4,0,2
11512,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11512,Central,206,1.1,0,0,1,0,22,0,0,0,1,28,10,0,0,335,1,1,2.7080503,0,1,1,4,1,3,2,1,,,,1,1,1,45,1,4,1,1,2,1,1
11613,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11613,Central,206,2.2,0,0,1,0,26,1,1,0,0,2,1,0,0,0,1,1,3.2958369,0,1,1,2,1,1,1,2,,,,1,1,1,32,1,3,1,1,1,1,2
11701,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11701,Central,207,19.6,0,0,0,1,30,1,1,1,1,30,25,0,0,482,1,1,3.9120231,1,1,1,4,5,2,1,1,,,,0,0,1,57,1,10,0,0,2,1,2
11705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",11705,Central,207,19.6,0,0,0,1,22,1,1,1,1,25,30,0,0,220,1,1,3.4339871,1,1,1,4,3,3,1,1,,,,0,0,1,40,0,7,0,0,2,0,2
11711,"Food insecurity[i.e., lack of consistent access to enough food going forward]",11711,Central,207,11.7,0,0,0,1,20,1,0,0,0,28,15,2,10,811,5,5,2.3025851,0,1,1,4,1,1,4,4,,,,0,1,1,54,1,6,1,1,2,0,1
11805,,11805,Central,207,1.1,0,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,,,0
12002,"Food insecurity[i.e., lack of consistent access to enough food going forward]",12002,Central,208,19.6,0,1,0,0,18,1,0,1,1,29,40,0,20,313,5,5,3.6888795,1,0,1,3,5,4,1,1,,,,0,1,1,34,0,20,0,1,2,0,1
12007,"Food insecurity[i.e., lack of consistent access to enough food going forward]",12007,Central,208,29,0,0,0,1,20,1,0,0,1,12,10,0,0,301,1,1,2.9444389,0,1,1,4,2,1,1,1,,,,0,1,1,48,0,6,1,1,2,0,2
12105,Other specify,12105,Central,208,7.1999998,0,0,0,1,30,1,0,0,0,50,30,60,30,1410,2,1,2.5649493,0,1,1,4,1,1,2,2,,,,0,0,1,61,1,12,0,0,1,0,0
12109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",12109,Central,208,1.1,0,0,0,1,26,1,1,1,1,20,5,0,0,180,1,1,2.3978953,0,1,1,4,2,1,3,3,,,,0,1,1,53,1,6,1,1,2,0,2
12311,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",12311,Central,208,19.6,0,0,0,1,20,1,1,1,1,28,10,0,0,132,1,1,3.8918202,1,1,1,4,5,2,2,2,,,,0,0,1,45,1,6,1,1,1,0,2
12406,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",12406,Central,208,.80000001,0,0,0,1,26,1,1,1,1,6,30,3,15,300,1,1,3.2188759,0,0,1,4,1,3,2,2,,,,0,0,1,9,1,4,1,1,1,0,1
12603,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",12603,Central,209,29,0,0,0,1,22,1,1,1,1,50,11,2,10,230,1,1,3.4339871,1,1,1,4,4,3,1,1,,,,0,0,1,60,1,6,1,0,2,0,0
12615,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",12615,Central,209,2.2,0,0,0,1,30,0,0,0,0,15,21,0,0,25,1,1,2.3025851,0,0,1,4,1,1,5,3,,,,0,0,1,41,1,7,0,0,3,0,1
12703,"Food insecurity[i.e., lack of consistent access to enough food going forward]",12703,Central,210,4.3000002,0,0,0,1,30,1,1,1,1,35,20,10,15,250,1,1,3.4965076,1,1,1,4,2,2,2,1,,,,0,0,1,50,1,5,1,1,1,0,2
12711,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",12711,Central,210,11.7,0,0,0,1,24,1,1,1,1,25,5,0,0,400,1,1,2.7080503,0,1,1,4,1,4,1,1,,,,0,0,1,52,1,14,1,1,1,0,0
12813,Other specify,12813,Central,211,75.900002,0,0,1,0,25,1,1,1,1,15,5,0,0,40,1,1,2.3025851,0,1,1,4,1,5,2,2,,,,1,0,1,61,0,15,1,1,1,1,1
12913,Other specify,12913,Central,211,11.7,0,0,0,1,20,0,0,0,0,0,55,55,55,285,1,1,2.3025851,0,0,1,4,1,1,1,2,,,,0,1,1,53,0,5,1,1,3,0,2
13005,Other specify,13005,Central,211,.30000001,0,0,0,1,31,0,0,0,0,5,25,0,0,150,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,1,1,50,0,5,1,1,3,0,2
13101,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13101,Central,211,19.6,0,0,0,1,25,0,0,1,1,15,30,2,30,155,1,1,3.0910425,0,0,1,4,2,2,1,1,,,,0,1,1,63,1,10,0,0,1,0,1
13109,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",13109,Central,211,7.1999998,0,0,1,1,20,1,0,1,0,6,10,0,2,54,1,1,3.5263605,1,1,1,2,3,2,3,2,,,,1,1,0,72,0,3,1,1,1,1,0
13111,"Food insecurity[i.e., lack of consistent access to enough food going forward]",13111,Central,211,2.2,0,0,0,1,24,1,1,1,1,3,1,0,0,0,1,1,3.3672957,0,0,1,4,1,5,4,5,,,,0,1,1,60,0,3,1,1,1,0,2
13114,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",13114,Central,211,4.3000002,0,0,1,0,18,0,0,0,0,0,70,70,70,278,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,1,1,1,51,1,6,1,1,3,0,0
13115,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13115,Central,211,1.1,0,0,1,0,22,1,1,1,0,20,5,0,0,163,2,1,2.7080503,0,1,1,2,1,1,3,1,,,,1,0,1,42,0,6,1,1,2,1,1
13309,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",13309,Central,212,7.1999998,0,0,1,0,19,1,1,1,0,5,21,0,0,305,3,4,3.1780539,0,1,1,3,3,2,3,1,,,,1,0,1,60,0,5,1,1,1,0,2
13313,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13313,Central,212,40.200001,0,0,0,1,28,1,1,1,1,7,15,0,15,660,1,1,2.8903718,0,1,1,4,3,3,2,2,,,,0,1,1,53,1,7,1,1,1,0,1
13406,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13406,Central,212,11.7,0,0,0,1,26,1,1,0,0,35,10,0,0,281,1,1,3.4011974,1,1,1,4,3,3,2,2,,,,0,1,1,40,1,7,1,1,3,0,2
13412,Other specify,13412,Central,212,11.7,0,0,0,1,24,0,0,0,0,30,120,3,20,251,1,1,2.6390574,0,1,1,4,1,1,2,2,,,,0,1,1,59,1,10,0,0,2,0,1
13508,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",13508,Central,214,7.1999998,0,0,1,0,18,0,0,1,0,0,40,40,40,300,1,1,2.4849067,0,1,1,2,1,1,1,1,,,,1,1,0,55,0,6,1,1,2,0,0
13512,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13512,Central,214,1.1,0,0,1,0,20,1,1,1,0,15,12,1,10,221,1,1,2.9444389,0,0,1,3,1,1,1,1,,,,1,0,0,46,1,6,1,1,1,1,0
13513,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",13513,Central,214,11.7,1,0,1,0,18,1,1,1,1,14,8,0,0,235,1,1,2.5649493,0,1,1,4,1,2,2,2,,,,1,1,1,50,1,8,0,0,1,1,1
13611,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13611,Central,214,4.3000002,0,1,0,1,25,0,0,0,0,9,11,0,0,260,1,1,2.4849067,0,0,1,1,1,1,1,1,,,,0,0,1,42,0,6,1,1,4,0,2
13614,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13614,Central,214,7.1999998,0,0,0,1,28,1,1,0,1,70,10,0,0,637,1,1,3.0910425,0,0,1,4,1,3,1,1,,,,0,1,1,52,1,4,1,1,1,0,1
13702,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13702,Central,215,1.1,0,0,0,1,22,0,0,1,1,20,10,0,0,150,1,1,2.9444389,0,0,1,2,1,5,1,1,,,,0,0,1,31,1,3,1,1,1,1,2
13708,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13708,Central,215,2.2,0,0,0,1,35,1,1,1,1,20,10,0,0,220,1,1,3.1780539,0,1,1,4,2,3,1,1,,,,1,1,1,37,1,5,1,1,1,1,1
13913,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",13913,Central,218,.80000001,0,0,1,0,25,1,1,0,0,20,5,0,0,160,1,1,2.7080503,0,0,1,4,1,2,1,1,,,,1,1,1,42,0,5,1,1,2,1,2
14001,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14001,Central,220,.30000001,0,0,0,1,,1,1,1,1,0,0,0,0,0,5,5,3.4657359,1,1,1,3,2,3,1,1,,,,0,0,1,32,0,2,1,1,1,0,1
14002,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14002,Central,220,11.7,0,0,0,1,22,1,1,1,1,0,2,0,3,190,1,1,2.6390574,0,1,1,2,1,1,2,3,,,,0,0,1,48,0,7,1,1,1,0,1
14009,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14009,Central,220,4.3000002,0,0,0,1,34,1,1,1,1,10,10,0,0,550,1,1,2.9957323,0,0,1,4,2,3,2,2,,,,0,0,1,72,1,10,0,0,1,0,0
14103,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14103,Central,220,11.7,0,0,0,1,,1,1,1,1,25,8,0,0,380,1,1,3.2188759,0,1,1,4,2,3,2,2,,,,0,1,1,39,1,7,1,1,1,0,1
14112,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",14112,Central,220,.30000001,0,0,0,1,27,1,0,0,0,15,5,0,0,320,1,1,2.8332133,0,0,1,4,1,3,2,2,,,,0,1,1,37,1,3,1,1,1,0,0
14202,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",14202,Central,220,7.1999998,0,0,0,1,26,1,0,0,1,0,45,45,45,170,1,1,2.3025851,0,0,1,2,2,2,1,2,,,,0,1,1,49,1,4,0,0,3,0,2
14213,"Food insecurity[i.e., lack of consistent access to enough food going forward]",14213,Central,220,4.3000002,0,0,0,1,32,0,1,1,1,7,2,0,0,0,1,1,3.2188759,0,1,1,1,4,2,2,2,,,,0,0,1,32,1,5,1,1,1,0,2
14315,"Food insecurity[i.e., lack of consistent access to enough food going forward]",14315,Central,201,.30000001,0,0,0,1,30,1,1,1,1,0,0,0,0,0,1,1,3.5263605,1,1,1,1,3,3,1,1,,,,0,1,1,50,0,5,1,1,1,0,0
14403,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14403,Central,201,11.7,0,0,0,1,23,1,1,0,0,7,3,0,0,244,1,1,2.5649493,0,1,1,4,1,4,5,4,,,,0,0,1,34,0,5,1,1,1,0,1
14515,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14515,Central,201,53.299999,0,0,0,1,23,1,1,0,0,50,20,0,0,700,1,1,2.3025851,0,1,1,4,1,5,4,4,,,,0,1,1,76,1,10,1,1,2,0,0
14702,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14702,Central,202,19.6,0,0,0,1,20,1,1,1,1,2,1,0,0,30,1,1,3.6109178,1,1,1,4,4,3,1,1,,,,1,1,0,38,1,6,1,0,1,1,1
14809,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",14809,Central,202,7.1999998,0,0,1,0,23,1,1,0,0,5,10,0,0,400,1,1,2.7080503,0,1,1,4,1,5,3,1,,,,1,1,0,53,1,7,0,0,1,1,2
14904,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",14904,Central,203,19.6,0,0,0,1,19,1,1,1,1,15,10,0,0,120,1,1,3.4011974,1,1,1,4,3,3,1,1,,,,0,1,1,32,0,6,1,1,1,0,0
15111,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",15111,Central,203,7.1999998,0,0,0,1,27,1,1,1,1,3,2,1,2,0,1,1,3.6635616,1,1,1,1,2,2,1,1,,,,0,1,1,60,0,6,1,1,1,0,2
15204,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",15204,Central,203,2.2,0,0,0,1,28,1,1,0,0,10,10,0,0,250,1,1,3.1354942,0,0,1,2,2,3,3,3,,,,0,0,1,33,1,5,0,0,2,0,1
15301,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15301,Central,204,4.3000002,0,0,0,1,24,1,1,0,0,50,30,0,0,850,1,1,2.7080503,0,1,1,4,1,4,2,2,,,,0,1,1,64,1,6,1,0,3,0,1
15402,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15402,Central,204,63.799999,0,0,0,1,20,1,0,1,1,25,12,0,0,97,5,5,3.5263605,1,1,1,4,4,4,4,1,,,,0,1,0,51,0,8,1,1,1,0,2
15404,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15404,Central,204,40.200001,0,0,1,0,18,1,1,0,1,8,5,0,0,120,1,1,2.3025851,0,1,1,4,1,5,5,5,,,,0,0,1,52,0,11,1,1,1,0,2
15413,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15413,Central,204,.30000001,0,0,0,1,19,0,0,1,1,20,10,0,0,150,1,1,2.7725887,0,0,1,4,1,5,2,1,,,,0,1,1,31,1,4,0,1,1,0,2
15612,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",15612,Central,205,40.200001,0,0,0,1,22,0,0,1,1,5,25,25,25,190,1,1,2.3025851,0,0,1,2,1,1,1,1,,,,0,1,1,47,1,4,1,0,2,0,1
15706,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15706,Central,205,53.299999,0,0,0,1,27,1,1,0,0,18,10,0,0,230,1,1,3.4011974,1,1,1,4,3,4,1,1,,,,0,1,1,43,1,8,1,1,1,0,1
15710,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",15710,Central,205,11.7,0,0,1,0,18,1,1,1,1,5,2,0,0,180,1,1,3.4657359,1,1,1,4,4,3,1,1,,,,1,1,1,39,1,6,0,0,1,1,1
